id,top,bottom,Horizon,DryHue,DryValue,DryChroma,MoistHue,MoistValue,MoistChroma,Texture,FGr,Gr,CoGr,CB,CH,SandPercent,SandSize,ClayPercent,pH,Effervescence,Elevation,Landform,Aspect,Slope,SlopeShape,ParentMaterial1,ParentMaterial2,BedrockGeology1,BedrockGeology2,SoilDepthClass,CarbonateStage,BioticCrustClass
IL3_9,57,85,B2,7.5YR,7,6,7.5YR,6,6,SL,1,NA,NA,NA,NA,70,F,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_9,85,106,Cr,10YR,8,3,7.5YR,8,6,LCS,NA,NA,NA,NA,5,75,CO,5,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_9,106,106,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_10,0,7,A,7.5YR,6,4,7.5YR,4,3,SL,NA,1,NA,NA,NA,55,F,5,7,SL,6186,BS,290,5,LV,Eolian,Residuum,Sandstone,NA,Very Deep,1,4
IL3_10,7,58,B,7.5YR,7,4,7.5YR,5,4,SL,NA,1,NA,NA,NA,70,F,5,8.1,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_10,58,120,B2,7.5YR,7,4,7.5YR,5,4,SL,NA,1,NA,NA,NA,65,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_10,120,152,C,7.5YR,8,4,7.5YR,5,6,SL,NA,3,NA,NA,NA,70,CO,5,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_10,152,154,C2,5YR,7,4,5YR,4,4,SL,NA,NA,NA,NA,NA,75,VF,7,8.6,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL3_10,154,154,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_2,0,7,A,7.5YR,7,4,7.5YR,5,4,SL,1,NA,NA,NA,NA,70,F,5,7.8,SL,6128,SUMMIT,240,5,VV,Eolian,NA,Sandstone,NA,Very Deep,0,2
IL4_2,7,70,B,7.5YR,7,4,7.5YR,5,4,SL,1,NA,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_2,70,138,B2,7.5YR,8,4,7.5YR,6,4,SL,NA,1,NA,NA,NA,65,F,5,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_2,138,200,BC,7.5YR,8,4,7.5YR,6,4,LS,1,NA,3,NA,NA,80,MIX,5,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_3,0,6,A,7.5YR,5,4,7.5YR,3,4,SiL,3,3,NA,NA,NA,40,F,3,7.8,SL,6177,SH,60,8,VL,Eolian,Residuum,Sandstone,NA,Shallow,1,1
IL4_3,6,25,B,5YR,6,4,5YR,4,4,L,2,5,15,NA,NA,35,F,15,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_3,25,25,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_4,0,7,A,5YR,7,6,5YR,5,4,SL,NA,5,NA,NA,NA,65,MIX,7,7.6,SL,6213,BS,200,5,CL,Eolian,Residuum,Sandstone,NA,Very Shallow,1,6
IL4_4,7,15,Cr,5YR,6,6,5YR,5,4,SL,NA,NA,20,NA,NA,70,MIX,7,7.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_5,0,6,A,7.5YR,6,4,7.5YR,4,4,SL,NA,2,NA,NA,NA,75,F,7,7.8,SL,6138,SH,80,8,VV,Eolian,Residuum,Sandstone,NA,Very Shallow,1,1
IL4_5,6,23,B,7.5YR,5,6,7.5YR,4,4,LS,4,2,4,NA,NA,80,F,5,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_5,23,23,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_7,0,6,A,7.5YR,5,4,7.5YR,3,4,SL,NA,NA,NA,NA,NA,60,F,3,7.4,SL,6132,SUMMIT,180,1,VV,Eolian,NA,Sandstone,NA,Very Deep,0,1
IL4_7,6,110,B,5YR,6,4,5YR,4,4,SL,1,NA,NA,NA,1,60,F,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_7,110,165,B2,5YR,7,3,5YR,5,3,SL,0.5,0.5,NA,NA,NA,65,F,10,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_7,165,200,B3,5YR,7,4,5YR,4,4,SL,1,NA,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_8,0,10,A,7.5YR,7,4,7.5YR,5,4,SL,2,NA,NA,1,NA,70,F,5,8.1,SL,6186,BS,260,11,VV,Residuum,NA,Sandstone,NA,Very Shallow,0,6
IL4_8,10,10,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_9,0,9,A,7.5YR,6,4,7.5YR,4,4,SL,2,NA,NA,NA,NA,65,F,5,7.6,SL,6195,SH,300,8,CC,Eolian,Residuum,Sandstone,NA,Shallow,0,0
IL4_9,9,22,B,7.5YR,6,4,7.5YR,4,4,SL,3,NA,NA,NA,1,65,F,3,7.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_9,22,32,Bw,7.5YR,6,4,7.5YR,5,4,SL,2,NA,NA,NA,1,65,F,3,7.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_9,32,32,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_10,0,7,A,7.5YR,6,4,7.5YR,4,4,SL,1,NA,NA,NA,NA,60,VF,3,7.4,SL,6220,BS,90,10,VV,Eolian,NA,Sandstone,NA,Very Deep,1,5
IL4_10,7,102,B,7.5YR,7,6,7.5YR,5,6,SL,1,NA,NA,NA,NA,65,VF,3,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_10,102,109,C,7.5YR,8,2,7.5YR,5,4,SL,1,NA,NA,NA,NA,70,VF,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL4_10,109,200,C2,7.5YR,8,3,7.5YR,5,4,LS,NA,3,NA,NA,NA,75,VF,3,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_1,0,8,A,7.5YR,6,4,7.5YR,4,3,LS,NA,NA,NA,NA,NA,80,F,7,7.8,VS,6203,SUMMIT,191,3,CC,Eolian,NA,Sandstone,NA,Very Deep,0,0
M1_1,8,70,BA,7.5YR,6,4,7.5YR,4,4,SL,1,NA,NA,NA,NA,75,F,7,8.2,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_1,70,122,B,7.5YR,7,4,7.5YR,5,4,SL,NA,1,NA,NA,NA,65,F,10,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_1,122,182,B2,7.5YR,7,5,7.5YR,5,4,SL,NA,1,NA,NA,NA,70,F,7,8.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_2,0,4,A,7.5YR,5,4,7.5YR,4,3,SL,1,NA,NA,NA,NA,70,F,5,8,SL,6217,SH,321,2,LL,Eolian,NA,Sandstone,NA,Very Deep,1,1
M1_2,4,79,B,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_2,79,141,B2,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,F,5,8.2,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_2,141,187,B3,7.5YR,7,4,7.5YR,5,4,SL,NA,NA,NA,NA,NA,70,F,5,8.2,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_4,0,4,A,10YR,5,3,7.5YR,4,2,LS,1,NA,NA,NA,NA,80,F,5,7.6,NE,6195,SH,270,2,LV,Eolian,NA,Sandstone,NA,Very Deep,1,1
M1_4,4,47,B,7.5YR,6,4,7.5YR,4,4,LS,1,NA,NA,NA,NA,80,F,5,8,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_4,47,76,B2,7.5YR,6,4,7.5YR,4,4,LS,NA,1,NA,NA,NA,75,F,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_4,76,171,C,7.5YR,7,4,7.5YR,5,6,LS,NA,NA,NA,NA,3,80,M,5,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_5,0,6,A,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,60,F,7,6.6,NE,6115,SH,220,1,CC,Eolian,Residuum,Sandstone,NA,Deep,0,0
M1_5,6,50,B,5YR,6,6,5YR,4,6,SL,1,NA,NA,NA,NA,65,F,10,7.8,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_5,50,71,Bt,5YR,7,4,5YR,5,6,L,NA,NA,NA,NA,NA,40,F,25,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_5,71,131,Bt2,5YR,6,4,5YR,4,4,L,NA,NA,NA,NA,NA,30,F,23,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_5,131,131,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_6,0,9,A,7.5YR,7,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,VF,5,7.6,SL,6216,BS,0,2,CC,Eolian,NA,Sandstone,NA,Very Deep,1,1
M1_6,9,87,B,7.5YR,7,6,7.5YR,4,4,SL,3,NA,NA,NA,NA,75,VF,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_6,87,181,B2,7.5YR,8,4,7.5YR,6,4,SL,1,NA,NA,NA,NA,75,VF,7,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_7,0,8,A,7.5YR,5,3,7.5YR,4,2,SL,2,NA,NA,NA,NA,70,F,5,7.5,ST,6217,BS,340,5,LV,Eolian,NA,Sandstone,NA,Very Deep,1,1
M1_7,8,23,B,7.5YR,6,3,7.5YR,4,3,SL,NA,NA,NA,NA,NA,70,F,5,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_7,23,105,B2,7.5YR,5,4,7.5YR,4,3,SL,1,NA,NA,NA,NA,70,F,5,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_7,105,200,B3,7.5YR,5,4,7.5YR,4,4,SL,1,NA,NA,NA,NA,60,F,10,7.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_8,0,7,A,7.5YR,5,4,7.5YR,3,3,SL,NA,NA,NA,NA,NA,75,F,7,8,ST,6152,TS,330,1,LC,Eolian,FLOODPLAIN,Sandstone,NA,Very Deep,1,0
M1_8,7,59,Bw,7.5YR,6,4,7.5YR,4,4,SL,NA,1,NA,NA,NA,70,F,7,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_8,59,96,AB,7.5YR,5,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,F,10,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_8,96,171,C,7.5YR,7,4,7.5YR,4,4,LS,NA,NA,NA,NA,NA,75,F,5,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_10,0,6,A,7.5YR,6,4,7.5YR,4,3,SL,1,NA,NA,NA,NA,70,F,7,7.3,VS,6164,BS,320,5,LL,Eolian,NA,Sandstone,NA,Very Deep,1,0
M1_10,6,126,B,7.5YR,6,4,7.5YR,4,4,SL,1,NA,NA,NA,NA,70,F,7,8,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_10,126,160,BC,7.5YR,7,4,7.5YR,5,4,LS,1,NA,NA,NA,NA,75,F,5,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1_10,160,200,Ab,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,60,F,10,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_1,0,4,A,7.5YR,6,6,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,F,15,6.6,NE,6144,SH,60,5,VC,Eolian,Residuum,Sandstone,NA,Deep,1,1
M2_1,4,23,B,7.5YR,6,6,7.5YR,4,6,SL,NA,NA,NA,NA,NA,65,F,15,7.4,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_1,23,78,B2,7.5YR,6,6,7.5YR,5,6,SL,NA,NA,NA,NA,NA,70,F,10,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_1,78,112,Cr,7.5YR,8,3,7.5YR,6,4,SL,NA,2,NA,NA,NA,65,F,15,8.6,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_3,0,5,A,7.5YR,5,4,7.5YR,4,3,LS,NA,NA,NA,NA,NA,80,F,7,7.4,NE,6116,BS,40,5,LL,Eolian,Residuum,Sandstone,NA,Moderately Deep,0,1
M2_3,5,13,B,7.5YR,5,4,7.5YR,4,3,LS,1,NA,NA,NA,NA,80,F,7,7.4,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_3,13,59,B,7.5YR,6,4,7.5YR,4,4,LS,2,NA,NA,NA,NA,80,F,10,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_3,59,63,BC,7.5YR,7,4,7.5YR,5,6,LS,3,1,NA,NA,NA,80,F,7,8.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_3,63,63,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_5,0,4,A,7.5YR,6,3,7.5YR,3,4,SL,NA,NA,NA,NA,NA,70,F,5,7.6,VS,6210,SH,20,1,VL,Eolian,NA,Sandstone,NA,Very Deep,1,1
M2_5,4,36,AB,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,75,F,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_5,36,88,B,7.5YR,7,4,7.5YR,5,4,SL,NA,1,NA,NA,NA,70,VF,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_5,88,134,B2,7.5YR,6,3,7.5YR,4,4,SL,NA,2,NA,NA,NA,60,VF,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_5,134,176,C,7.5YR,7,3,7.5YR,4,4,SL,NA,7,NA,NA,NA,75,MIX,7,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_6,0,7,A,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,F,5,7.4,ST,6101,TS,10,4,LL,Eolian,FLOODPLAIN,Sandstone,NA,Very Deep,1,0
M2_6,7,70,B,5YR,7,4,5YR,5,4,SL,1,NA,NA,NA,NA,75,F,5,7.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_6,70,90,Ab,5YR,6,4,5YR,4,3,SL,NA,NA,NA,NA,NA,70,F,10,7.4,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_6,90,114,C,5YR,7,3,5YR,5,4,LS,NA,NA,NA,NA,NA,80,F,5,7.4,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_6,114,186,Ab2,7.5YR,5,4,7.5YR,4,4,L,NA,NA,NA,NA,NA,45,F,18,7.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_7,0,8,A,7.5YR,5,4,7.5YR,5,4,SL,NA,NA,NA,NA,NA,60,F,5,8.1,ST,6146,TS,310,1,LV,Eolian,FLOODPLAIN,Sandstone,NA,Very Deep,0,1
M2_7,8,70,Bw,7.5YR,6,4,7.5YR,6,4,LS,NA,NA,NA,NA,NA,80,F,5,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_7,70,118,Ab,7.5YR,5,4,7.5YR,5,4,SL,NA,1,NA,NA,NA,75,F,7,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_7,118,200,C,7.5YR,7,4,7.5YR,7,4,LS,NA,1,NA,NA,NA,80,F,5,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_8,0,6,A,7.5YR,6,3,7.5YR,4,2,SL,NA,NA,NA,NA,1,75,F,5,7.6,SL,6187,BS,240,4,VL,Eolian,NA,Sandstone,NA,Very Deep,0,0
M2_8,6,33,B,7.5YR,6,4,7.5YR,4,4,LS,1,NA,NA,NA,NA,80,M,3,8,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_8,33,104,BC,7.5YR,7,4,7.5YR,5,4,LS,1,1,NA,NA,NA,75,M,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_8,104,200,Ab,7.5YR,6,4,7.5YR,4,4,SL,0.5,NA,NA,NA,NA,60,F,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_9,0,5,A,10YR,6,4,7.5YR,3,3,LS,0.5,NA,NA,NA,NA,80,F,5,7.4,NE,6217,SUMMIT,310,2,VV,Eolian,NA,Sandstone,NA,Very Deep,1,1
M2_9,5,67,B,7.5YR,6,6,5YR,4,4,SL,NA,1,NA,NA,NA,70,F,7,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_9,67,180,B2,7.5YR,7,4,7.5YR,5,4,LS,NA,1,NA,NA,1,80,F,7,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_10,0,6,A,7.5YR,6,4,7.5YR,6,4,SL,NA,NA,NA,NA,NA,75,F,5,7.6,SL,6180,BS,350,3,LL,Eolian,NA,Sandstone,NA,Very Deep,0,1
M2_10,6,17,B,7.5YR,7,4,7.5YR,7,4,LS,NA,NA,NA,NA,NA,80,F,3,7.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_10,17,73,B2,7.5YR,7,4,7.5YR,7,4,LM,NA,NA,NA,NA,NA,75,M,3,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_10,73,110,B3,5YR,8,4,5YR,8,4,LS,NA,NA,NA,NA,NA,75,F,3,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_10,110,150,B4,7.5YR,7,4,7.5YR,7,4,LS,NA,NA,NA,NA,NA,75,F,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2_10,150,200,B5,7.5YR,7,4,7.5YR,7,4,SL,NA,NA,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_1,0,8,A,7.5YR,6,4,7.5YR,4,3,SL,NA,NA,NA,NA,NA,55,F,5,7.6,SL,6153,BS,0,3,LL,Eolian,NA,Sandstone,NA,Very Deep,0,2
M3_1,8,35,B,5YR,7,4,5YR,5,6,SL,NA,1,NA,NA,NA,60,F,5,8.1,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_1,35,76,B2,5YR,7,4,5YR,6,6,LS,2,2,NA,NA,NA,75,F,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_1,76,140,B3,5YR,7,4,5YR,5,4,SL,NA,1,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_1,140,186,B4,5YR,7,4,5YR,5,4,LS,NA,1,NA,NA,NA,75,F,3,8.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_2,0,5,A,7.5YR,5,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,60,F,7,7,NE,6174,SH,70,5,CC,Eolian,Residuum,Sandstone,NA,Moderately Deep,1,1
M3_2,5,28,B,5YR,5,6,5YR,4,4,SL,2,1,NA,NA,NA,65,F,7,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_2,28,60,B2,5YR,6,4,5YR,4,4,SL,1,NA,NA,NA,NA,70,F,7,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_2,60,91,C,7.5YR,8,1,7.5YR,6,4,LS,3,NA,NA,NA,2,80,MIX,5,8.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_3,0,7,A,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,65,F,5,7.6,SL,6141,SH,5,5,VV,Eolian,NA,Sandstone,NA,Very Deep,0,2
M3_3,7,14,B,7.5YR,7,6,7.5YR,4,4,SL,NA,NA,NA,NA,NA,65,F,5,8,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_3,14,80,Bw,7.5YR,6,6,7.5YR,4,4,SL,NA,NA,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_3,80,170,C,7.5YR,7,6,7.5YR,5,4,SL,NA,1,NA,NA,NA,75,F,5,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_5,0,7,A,7.5YR,6,4,7.5YR,4,4,FSL,NA,NA,NA,NA,NA,55,F,12,7.6,VS,6151,SH,310,3,VV,Eolian,NA,Sandstone,NA,Very Deep,1,1
M3_5,7,29,B,7.5YR,6,6,7.5YR,4,6,FSL,NA,NA,NA,NA,NA,50,F,5,8.2,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_5,29,116,C,7.5YR,7,4,7.5YR,5,4,LS,NA,0.5,NA,NA,NA,75,M,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_5,116,183,C2,7.5YR,5,4,7.5YR,3,4,FSL,NA,1,NA,NA,NA,70,F,3,8.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_7,0,6,A,7.5YR,6,4,7.5YR,6,4,LS,NA,1,NA,NA,NA,85,F,5,8,VS,6204,SH,240,3,VL,Eolian,NA,Sandstone,GYPSUM,Very Deep,1,1
M3_7,6,35,Bw,7.5YR,6,4,7.5YR,6,4,SL,NA,1,NA,NA,NA,70,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_7,35,160,B,7.5YR,6,4,7.5YR,6,4,LS,NA,2,NA,NA,2,75,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_7,160,189,Ab,7.5YR,6,4,7.5YR,6,4,LS,NA,3,NA,NA,2,80,F,5,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_8,0,6,A,7.5YR,6,4,7.5YR,4,3,SL,NA,NA,NA,NA,NA,55,F,7,7.4,VS,6128,BS,340,2,LV,Eolian,NA,Sandstone,NA,Very Deep,1,1
M3_8,6,16,B,5YR,6,6,5YR,4,6,SL,NA,NA,NA,NA,NA,60,F,5,7.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_8,16,34,B2,5YR,7,4,5YR,4,6,SL,NA,NA,NA,NA,NA,70,F,10,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_8,34,79,B3,5YR,8,4,5YR,6,6,SL,NA,NA,NA,NA,NA,60,F,10,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_8,79,136,B4,5YR,6,4,5YR,5,4,SL,1,NA,NA,NA,NA,55,F,15,8.8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3_8,136,186,B5,5YR,8,3,5YR,7,4,SL,3,NA,NA,NA,NA,65,F,10,8.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_2,0,8,A,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,60,F,3,7.4,VS,6123,BS,40,15,VV,Eolian,FLOODPLAIN,Sandstone,NA,Very Deep,0,3
M4_2,8,20,B,7.5YR,6,4,7.5YR,4,4,SL,1,NA,NA,NA,NA,65,F,3,7.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_2,20,31,B2,7.5YR,6,4,7.5YR,3,4,SL,1,NA,NA,NA,NA,70,F,5,7.6,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_2,31,68,C,7.5YR,6,4,7.5YR,5,4,SL,NA,NA,NA,NA,NA,70,F,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_2,68,90,Ab,7.5YR,7,4,7.5YR,5,4,SL,1,NA,NA,NA,NA,65,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_2,90,156,C2,7.5YR,8,4,7.5YR,6,4,SL,NA,NA,NA,NA,1,70,F,3,8.4,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_2,156,200,Ab2,7.5YR,7,4,5YR,5,4,SL,1,NA,NA,NA,NA,50,F,5,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_3,0,6,A,7.5YR,6,4,7.5YR,4,4,SL,1,NA,NA,NA,NA,70,F,5,7.8,SL,6128,SUMMIT,300,2,LV,Eolian,Residuum,Sandstone,NA,Very Deep,1,1
M4_3,6,17,B,5YR,6,6,5YR,5,6,SL,NA,NA,NA,NA,NA,70,F,5,8.1,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_3,17,55,B2,5YR,7,4,5YR,5,6,SL,1,NA,NA,NA,NA,70,F,7,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
